id,gender,state,edu,edu2,age,ps_weights,duration_seconds,task_number,settle_binary,security,security_binary,culture,culture_binary,jobs,jobs_binary,group_edu,group_men,men0,men25,men50,men75,men100,startDate
1,Female,Berlin,Intermediate school-leaving certificate,Medium,23,1.262240327,234,1,1,3,0,2,1,2,1,30,0,1,0,0,0,0,12/30/16 02:20
1,Female,Berlin,Intermediate school-leaving certificate,Medium,23,1.262240327,234,1,0,5,1,2,1,5,0,0,100,0,0,0,0,1,12/30/16 02:20
1,Female,Berlin,Intermediate school-leaving certificate,Medium,23,1.262240327,234,2,1,5,1,3,1,4,0,20,50,0,0,1,0,0,12/30/16 02:20
1,Female,Berlin,Intermediate school-leaving certificate,Medium,23,1.262240327,234,2,0,4,0,2,1,5,0,20,50,0,0,1,0,0,12/30/16 02:20
1,Female,Berlin,Intermediate school-leaving certificate,Medium,23,1.262240327,234,3,1,3,0,5,0,3,1,30,50,0,0,1,0,0,12/30/16 02:20
1,Female,Berlin,Intermediate school-leaving certificate,Medium,23,1.262240327,234,3,0,4,0,3,1,3,1,20,50,0,0,1,0,0,12/30/16 02:20
1,Female,Berlin,Intermediate school-leaving certificate,Medium,23,1.262240327,234,4,1,4,0,5,0,2,1,20,100,0,0,0,0,1,12/30/16 02:20
1,Female,Berlin,Intermediate school-leaving certificate,Medium,23,1.262240327,234,4,0,5,1,3,1,5,0,0,25,0,1,0,0,0,12/30/16 02:20
2,Female,Thueringen,Still in school,Low,19,1.967011793,312,1,1,1,0,4,0,1,1,20,0,1,0,0,0,0,12/25/16 14:55
2,Female,Thueringen,Still in school,Low,19,1.967011793,312,1,0,4,0,4,0,4,0,0,50,0,0,1,0,0,12/25/16 14:55
2,Female,Thueringen,Still in school,Low,19,1.967011793,312,2,1,2,0,4,0,2,1,10,25,0,1,0,0,0,12/25/16 14:55
2,Female,Thueringen,Still in school,Low,19,1.967011793,312,2,0,4,0,4,0,4,0,0,100,0,0,0,0,1,12/25/16 14:55
2,Female,Thueringen,Still in school,Low,19,1.967011793,312,3,1,2,0,4,0,2,1,10,50,0,0,1,0,0,12/25/16 14:55
2,Female,Thueringen,Still in school,Low,19,1.967011793,312,3,0,4,0,4,0,4,0,0,75,0,0,0,1,0,12/25/16 14:55
2,Female,Thueringen,Still in school,Low,19,1.967011793,312,4,1,1,0,4,0,1,1,20,0,1,0,0,0,0,12/25/16 14:55
2,Female,Thueringen,Still in school,Low,19,1.967011793,312,4,0,1,0,4,0,1,1,10,0,1,0,0,0,0,12/25/16 14:55
3,Male,Nordrhein-Westfalen,Degree in vocational education,Low,65,0.436483848,482,1,1,1,0,6,0,2,1,20,0,1,0,0,0,0,12/29/16 11:18
3,Male,Nordrhein-Westfalen,Degree in vocational education,Low,65,0.436483848,482,1,0,6,1,1,1,6,0,0,0,1,0,0,0,0,12/29/16 11:18
3,Male,Nordrhein-Westfalen,Degree in vocational education,Low,65,0.436483848,482,2,1,2,0,5,0,2,1,0,50,0,0,1,0,0,12/29/16 11:18
3,Male,Nordrhein-Westfalen,Degree in vocational education,Low,65,0.436483848,482,2,0,5,1,2,1,5,0,20,50,0,0,1,0,0,12/29/16 11:18
3,Male,Nordrhein-Westfalen,Degree in vocational education,Low,65,0.436483848,482,3,1,4,0,2,1,2,1,10,75,0,0,0,1,0,12/29/16 11:18
3,Male,Nordrhein-Westfalen,Degree in vocational education,Low,65,0.436483848,482,3,0,4,0,2,1,6,0,30,50,0,0,1,0,0,12/29/16 11:18
3,Male,Nordrhein-Westfalen,Degree in vocational education,Low,65,0.436483848,482,4,1,3,0,4,0,2,1,0,25,0,1,0,0,0,12/29/16 11:18
3,Male,Nordrhein-Westfalen,Degree in vocational education,Low,65,0.436483848,482,4,0,5,1,2,1,2,1,0,0,1,0,0,0,0,12/29/16 11:18
4,Male,Niedersachsen,Entrance qualification for studies at universities of applied sciences,High,26,0.743127064,151,1,1,4,0,4,0,4,0,30,100,0,0,0,0,1,12/29/16 08:50
4,Male,Niedersachsen,Entrance qualification for studies at universities of applied sciences,High,26,0.743127064,151,1,0,4,0,4,0,4,0,10,0,1,0,0,0,0,12/29/16 08:50
4,Male,Niedersachsen,Entrance qualification for studies at universities of applied sciences,High,26,0.743127064,151,2,1,4,0,4,0,4,0,10,100,0,0,0,0,1,12/29/16 08:50
4,Male,Niedersachsen,Entrance qualification for studies at universities of applied sciences,High,26,0.743127064,151,2,0,4,0,4,0,4,0,20,100,0,0,0,0,1,12/29/16 08:50
4,Male,Niedersachsen,Entrance qualification for studies at universities of applied sciences,High,26,0.743127064,151,3,1,4,0,4,0,4,0,30,0,1,0,0,0,0,12/29/16 08:50
4,Male,Niedersachsen,Entrance qualification for studies at universities of applied sciences,High,26,0.743127064,151,3,0,4,0,4,0,4,0,30,0,1,0,0,0,0,12/29/16 08:50
4,Male,Niedersachsen,Entrance qualification for studies at universities of applied sciences,High,26,0.743127064,151,4,1,4,0,4,0,4,0,10,25,0,1,0,0,0,12/29/16 08:50
4,Male,Niedersachsen,Entrance qualification for studies at universities of applied sciences,High,26,0.743127064,151,4,0,4,0,4,0,4,0,0,25,0,1,0,0,0,12/29/16 08:50
5,Male,Mecklenburg-Vorpommern,"Degree from a university of applied science (diploma, bachelor's or master's)",University,48,0.983372978,383,1,1,6,1,4,0,6,0,30,75,0,0,0,1,0,12/24/16 15:02
5,Male,Mecklenburg-Vorpommern,"Degree from a university of applied science (diploma, bachelor's or master's)",University,48,0.983372978,383,1,0,6,1,4,0,4,0,0,0,1,0,0,0,0,12/24/16 15:02
5,Male,Mecklenburg-Vorpommern,"Degree from a university of applied science (diploma, bachelor's or master's)",University,48,0.983372978,383,2,1,5,1,4,0,5,0,20,75,0,0,0,1,0,12/24/16 15:02
5,Male,Mecklenburg-Vorpommern,"Degree from a university of applied science (diploma, bachelor's or master's)",University,48,0.983372978,383,2,0,5,1,4,0,4,0,10,100,0,0,0,0,1,12/24/16 15:02
5,Male,Mecklenburg-Vorpommern,"Degree from a university of applied science (diploma, bachelor's or master's)",University,48,0.983372978,383,3,1,5,1,4,0,5,0,20,75,0,0,0,1,0,12/24/16 15:02
5,Male,Mecklenburg-Vorpommern,"Degree from a university of applied science (diploma, bachelor's or master's)",University,48,0.983372978,383,3,0,5,1,3,1,4,0,0,100,0,0,0,0,1,12/24/16 15:02
5,Male,Mecklenburg-Vorpommern,"Degree from a university of applied science (diploma, bachelor's or master's)",University,48,0.983372978,383,4,1,5,1,3,1,5,0,20,0,1,0,0,0,0,12/24/16 15:02
5,Male,Mecklenburg-Vorpommern,"Degree from a university of applied science (diploma, bachelor's or master's)",University,48,0.983372978,383,4,0,5,1,3,1,5,0,30,50,0,0,1,0,0,12/24/16 15:02
6,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,75,2.682221092,354,1,1,4,0,4,0,6,0,30,50,0,0,1,0,0,12/30/16 02:01
6,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,75,2.682221092,354,1,0,4,0,3,1,7,0,0,100,0,0,0,0,1,12/30/16 02:01
6,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,75,2.682221092,354,2,1,4,0,4,0,5,0,30,0,1,0,0,0,0,12/30/16 02:01
6,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,75,2.682221092,354,2,0,4,0,3,1,5,0,10,75,0,0,0,1,0,12/30/16 02:01
6,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,75,2.682221092,354,3,1,4,0,4,0,5,0,0,0,1,0,0,0,0,12/30/16 02:01
6,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,75,2.682221092,354,3,0,5,1,5,0,6,0,10,100,0,0,0,0,1,12/30/16 02:01
6,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,75,2.682221092,354,4,1,4,0,4,0,5,0,10,25,0,1,0,0,0,12/30/16 02:01
6,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,75,2.682221092,354,4,0,5,1,4,0,4,0,30,50,0,0,1,0,0,12/30/16 02:01
7,Male,Niedersachsen,High school diploma which allows for university entrance,High,53,0.585978584,446,1,1,6,1,2,1,6,0,20,75,0,0,0,1,0,12/23/16 15:23
7,Male,Niedersachsen,High school diploma which allows for university entrance,High,53,0.585978584,446,1,0,6,1,2,1,6,0,0,0,1,0,0,0,0,12/23/16 15:23
7,Male,Niedersachsen,High school diploma which allows for university entrance,High,53,0.585978584,446,2,1,6,1,2,1,6,0,10,50,0,0,1,0,0,12/23/16 15:23
7,Male,Niedersachsen,High school diploma which allows for university entrance,High,53,0.585978584,446,2,0,7,1,2,1,6,0,10,0,1,0,0,0,0,12/23/16 15:23
7,Male,Niedersachsen,High school diploma which allows for university entrance,High,53,0.585978584,446,3,1,6,1,2,1,6,0,20,25,0,1,0,0,0,12/23/16 15:23
7,Male,Niedersachsen,High school diploma which allows for university entrance,High,53,0.585978584,446,3,0,6,1,3,1,6,0,10,50,0,0,1,0,0,12/23/16 15:23
7,Male,Niedersachsen,High school diploma which allows for university entrance,High,53,0.585978584,446,4,1,6,1,2,1,6,0,30,0,1,0,0,0,0,12/23/16 15:23
7,Male,Niedersachsen,High school diploma which allows for university entrance,High,53,0.585978584,446,4,0,6,1,2,1,6,0,0,0,1,0,0,0,0,12/23/16 15:23
8,Female,Berlin,Secondary school leaving certificate,Low,53,0.555787391,203,1,1,1,0,1,1,1,1,10,75,0,0,0,1,0,12/29/16 11:20
8,Female,Berlin,Secondary school leaving certificate,Low,53,0.555787391,203,1,0,1,0,1,1,1,1,0,100,0,0,0,0,1,12/29/16 11:20
8,Female,Berlin,Secondary school leaving certificate,Low,53,0.555787391,203,2,1,3,0,3,1,3,1,10,0,1,0,0,0,0,12/29/16 11:20
8,Female,Berlin,Secondary school leaving certificate,Low,53,0.555787391,203,2,0,3,0,3,1,3,1,0,75,0,0,0,1,0,12/29/16 11:20
8,Female,Berlin,Secondary school leaving certificate,Low,53,0.555787391,203,3,1,1,0,1,1,1,1,0,0,1,0,0,0,0,12/29/16 11:20
8,Female,Berlin,Secondary school leaving certificate,Low,53,0.555787391,203,3,0,1,0,1,1,1,1,30,0,1,0,0,0,0,12/29/16 11:20
8,Female,Berlin,Secondary school leaving certificate,Low,53,0.555787391,203,4,1,1,0,1,1,1,1,10,0,1,0,0,0,0,12/29/16 11:20
8,Female,Berlin,Secondary school leaving certificate,Low,53,0.555787391,203,4,0,1,0,1,1,1,1,30,100,0,0,0,0,1,12/29/16 11:20
9,Male,Nordrhein-Westfalen,"University degree (diploma, bachelor's or master's)",University,69,0.724776153,489,1,1,2,0,6,0,2,1,20,0,1,0,0,0,0,12/27/16 07:37
9,Male,Nordrhein-Westfalen,"University degree (diploma, bachelor's or master's)",University,69,0.724776153,489,1,0,4,0,3,1,3,1,0,75,0,0,0,1,0,12/27/16 07:37
9,Male,Nordrhein-Westfalen,"University degree (diploma, bachelor's or master's)",University,69,0.724776153,489,2,1,2,0,4,0,6,0,20,0,1,0,0,0,0,12/27/16 07:37
9,Male,Nordrhein-Westfalen,"University degree (diploma, bachelor's or master's)",University,69,0.724776153,489,2,0,5,1,4,0,3,1,20,100,0,0,0,0,1,12/27/16 07:37
9,Male,Nordrhein-Westfalen,"University degree (diploma, bachelor's or master's)",University,69,0.724776153,489,3,1,3,0,5,0,5,0,30,25,0,1,0,0,0,12/27/16 07:37
9,Male,Nordrhein-Westfalen,"University degree (diploma, bachelor's or master's)",University,69,0.724776153,489,3,0,5,1,3,1,3,1,20,0,1,0,0,0,0,12/27/16 07:37
9,Male,Nordrhein-Westfalen,"University degree (diploma, bachelor's or master's)",University,69,0.724776153,489,4,1,3,0,5,0,4,0,20,0,1,0,0,0,0,12/27/16 07:37
9,Male,Nordrhein-Westfalen,"University degree (diploma, bachelor's or master's)",University,69,0.724776153,489,4,0,4,0,5,0,5,0,30,100,0,0,0,0,1,12/27/16 07:37
10,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,26,1.255894925,542,1,1,5,1,6,0,2,1,10,75,0,0,0,1,0,12/28/16 13:10
10,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,26,1.255894925,542,1,0,7,1,2,1,6,0,10,75,0,0,0,1,0,12/28/16 13:10
10,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,26,1.255894925,542,2,1,5,1,5,0,6,0,10,50,0,0,1,0,0,12/28/16 13:10
10,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,26,1.255894925,542,2,0,7,1,2,1,2,1,20,100,0,0,0,0,1,12/28/16 13:10
10,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,26,1.255894925,542,3,1,7,1,1,1,6,0,20,25,0,1,0,0,0,12/28/16 13:10
10,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,26,1.255894925,542,3,0,7,1,1,1,6,0,20,75,0,0,0,1,0,12/28/16 13:10
10,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,26,1.255894925,542,4,1,7,1,1,1,2,1,20,50,0,0,1,0,0,12/28/16 13:10
10,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,26,1.255894925,542,4,0,7,1,1,1,2,1,10,25,0,1,0,0,0,12/28/16 13:10
11,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,67,0.393391029,499,1,1,3,0,5,0,3,1,20,0,1,0,0,0,0,12/25/16 00:25
11,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,67,0.393391029,499,1,0,2,0,2,1,2,1,20,25,0,1,0,0,0,12/25/16 00:25
11,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,67,0.393391029,499,2,1,3,0,3,1,3,1,10,0,1,0,0,0,0,12/25/16 00:25
11,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,67,0.393391029,499,2,0,3,0,4,0,3,1,20,25,0,1,0,0,0,12/25/16 00:25
11,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,67,0.393391029,499,3,1,2,0,4,0,4,0,0,0,1,0,0,0,0,12/25/16 00:25
11,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,67,0.393391029,499,3,0,4,0,4,0,3,1,20,50,0,0,1,0,0,12/25/16 00:25
11,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,67,0.393391029,499,4,1,4,0,4,0,4,0,0,25,0,1,0,0,0,12/25/16 00:25
11,Male,Nordrhein-Westfalen,Secondary school leaving certificate,Low,67,0.393391029,499,4,0,3,0,3,1,4,0,0,100,0,0,0,0,1,12/25/16 00:25
12,Male,Niedersachsen,Degree in vocational education,Low,29,0.776652636,373,1,1,3,0,5,0,5,0,30,50,0,0,1,0,0,12/28/16 11:44
12,Male,Niedersachsen,Degree in vocational education,Low,29,0.776652636,373,1,0,5,1,,,4,0,0,0,1,0,0,0,0,12/28/16 11:44
12,Male,Niedersachsen,Degree in vocational education,Low,29,0.776652636,373,2,1,4,0,5,0,5,0,20,25,0,1,0,0,0,12/28/16 11:44
12,Male,Niedersachsen,Degree in vocational education,Low,29,0.776652636,373,2,0,3,0,5,0,3,1,0,75,0,0,0,1,0,12/28/16 11:44
12,Male,Niedersachsen,Degree in vocational education,Low,29,0.776652636,373,3,1,3,0,5,0,2,1,30,25,0,1,0,0,0,12/28/16 11:44
12,Male,Niedersachsen,Degree in vocational education,Low,29,0.776652636,373,3,0,2,0,5,0,6,0,20,75,0,0,0,1,0,12/28/16 11:44
12,Male,Niedersachsen,Degree in vocational education,Low,29,0.776652636,373,4,1,2,0,5,0,3,1,20,0,1,0,0,0,0,12/28/16 11:44
12,Male,Niedersachsen,Degree in vocational education,Low,29,0.776652636,373,4,0,2,0,6,0,3,1,10,25,0,1,0,0,0,12/28/16 11:44
13,Male,Bayern,Secondary school leaving certificate,Low,49,0.794875088,435,1,1,5,1,4,0,5,0,30,50,0,0,1,0,0,12/24/16 04:04
13,Male,Bayern,Secondary school leaving certificate,Low,49,0.794875088,435,1,0,5,1,2,1,5,0,10,75,0,0,0,1,0,12/24/16 04:04
13,Male,Bayern,Secondary school leaving certificate,Low,49,0.794875088,435,2,1,5,1,4,0,5,0,0,100,0,0,0,0,1,12/24/16 04:04
13,Male,Bayern,Secondary school leaving certificate,Low,49,0.794875088,435,2,0,5,1,4,0,5,0,30,0,1,0,0,0,0,12/24/16 04:04
13,Male,Bayern,Secondary school leaving certificate,Low,49,0.794875088,435,3,1,5,1,4,0,5,0,10,0,1,0,0,0,0,12/24/16 04:04
13,Male,Bayern,Secondary school leaving certificate,Low,49,0.794875088,435,3,0,6,1,2,1,6,0,30,50,0,0,1,0,0,12/24/16 04:04
13,Male,Bayern,Secondary school leaving certificate,Low,49,0.794875088,435,4,1,5,1,3,1,5,0,0,50,0,0,1,0,0,12/24/16 04:04
13,Male,Bayern,Secondary school leaving certificate,Low,49,0.794875088,435,4,0,5,1,2,1,5,0,30,100,0,0,0,0,1,12/24/16 04:04
14,Male,Nordrhein-Westfalen,Degree in vocational education,Low,74,3,357,1,1,4,0,4,0,4,0,10,50,0,0,1,0,0,12/29/16 10:06
14,Male,Nordrhein-Westfalen,Degree in vocational education,Low,74,3,357,1,0,4,0,4,0,4,0,10,50,0,0,1,0,0,12/29/16 10:06
14,Male,Nordrhein-Westfalen,Degree in vocational education,Low,74,3,357,2,1,4,0,4,0,4,0,10,100,0,0,0,0,1,12/29/16 10:06
14,Male,Nordrhein-Westfalen,Degree in vocational education,Low,74,3,357,2,0,4,0,4,0,4,0,0,50,0,0,1,0,0,12/29/16 10:06
14,Male,Nordrhein-Westfalen,Degree in vocational education,Low,74,3,357,3,1,4,0,4,0,4,0,10,75,0,0,0,1,0,12/29/16 10:06
14,Male,Nordrhein-Westfalen,Degree in vocational education,Low,74,3,357,3,0,4,0,4,0,4,0,30,100,0,0,0,0,1,12/29/16 10:06
14,Male,Nordrhein-Westfalen,Degree in vocational education,Low,74,3,357,4,1,4,0,5,0,4,0,30,0,1,0,0,0,0,12/29/16 10:06
14,Male,Nordrhein-Westfalen,Degree in vocational education,Low,74,3,357,4,0,4,0,4,0,4,0,30,50,0,0,1,0,0,12/29/16 10:06
15,Female,Sachsen,Degree from polytechnic secondary school in the former German Democratic Republic,Medium,65,0.629312427,631,1,1,6,1,1,1,6,0,30,0,1,0,0,0,0,12/29/16 12:16
15,Female,Sachsen,Degree from polytechnic secondary school in the former German Democratic Republic,Medium,65,0.629312427,631,1,0,2,0,1,1,4,0,30,50,0,0,1,0,0,12/29/16 12:16
15,Female,Sachsen,Degree from polytechnic secondary school in the former German Democratic Republic,Medium,65,0.629312427,631,2,1,7,1,3,1,4,0,20,25,0,1,0,0,0,12/29/16 12:16
15,Female,Sachsen,Degree from polytechnic secondary school in the former German Democratic Republic,Medium,65,0.629312427,631,2,0,7,1,1,1,4,0,30,75,0,0,0,1,0,12/29/16 12:16
15,Female,Sachsen,Degree from polytechnic secondary school in the former German Democratic Republic,Medium,65,0.629312427,631,3,1,6,1,2,1,6,0,10,50,0,0,1,0,0,12/29/16 12:16
15,Female,Sachsen,Degree from polytechnic secondary school in the former German Democratic Republic,Medium,65,0.629312427,631,3,0,5,1,1,1,5,0,10,100,0,0,0,0,1,12/29/16 12:16
15,Female,Sachsen,Degree from polytechnic secondary school in the former German Democratic Republic,Medium,65,0.629312427,631,4,1,7,1,3,1,5,0,20,75,0,0,0,1,0,12/29/16 12:16
15,Female,Sachsen,Degree from polytechnic secondary school in the former German Democratic Republic,Medium,65,0.629312427,631,4,0,7,1,2,1,7,0,20,50,0,0,1,0,0,12/29/16 12:16
16,Male,Nordrhein-Westfalen,Entrance qualification for studies at universities of applied sciences,High,55,0.698238806,235,1,1,4,0,4,0,4,0,10,0,1,0,0,0,0,12/24/16 19:14
16,Male,Nordrhein-Westfalen,Entrance qualification for studies at universities of applied sciences,High,55,0.698238806,235,1,0,4,0,4,0,4,0,30,25,0,1,0,0,0,12/24/16 19:14
16,Male,Nordrhein-Westfalen,Entrance qualification for studies at universities of applied sciences,High,55,0.698238806,235,2,1,4,0,4,0,4,0,20,100,0,0,0,0,1,12/24/16 19:14
16,Male,Nordrhein-Westfalen,Entrance qualification for studies at universities of applied sciences,High,55,0.698238806,235,2,0,4,0,4,0,4,0,10,75,0,0,0,1,0,12/24/16 19:14
16,Male,Nordrhein-Westfalen,Entrance qualification for studies at universities of applied sciences,High,55,0.698238806,235,3,1,4,0,4,0,4,0,0,25,0,1,0,0,0,12/24/16 19:14
16,Male,Nordrhein-Westfalen,Entrance qualification for studies at universities of applied sciences,High,55,0.698238806,235,3,0,4,0,4,0,4,0,10,50,0,0,1,0,0,12/24/16 19:14
16,Male,Nordrhein-Westfalen,Entrance qualification for studies at universities of applied sciences,High,55,0.698238806,235,4,1,4,0,4,0,4,0,0,100,0,0,0,0,1,12/24/16 19:14
16,Male,Nordrhein-Westfalen,Entrance qualification for studies at universities of applied sciences,High,55,0.698238806,235,4,0,4,0,4,0,4,0,0,0,1,0,0,0,0,12/24/16 19:14
17,Male,Rheinland-Pfalz,Degree in vocational education,Low,70,0.656454135,926,1,1,5,1,3,1,5,0,20,50,0,0,1,0,0,12/29/16 09:31
17,Male,Rheinland-Pfalz,Degree in vocational education,Low,70,0.656454135,926,1,0,4,0,5,0,7,0,10,0,1,0,0,0,0,12/29/16 09:31
17,Male,Rheinland-Pfalz,Degree in vocational education,Low,70,0.656454135,926,2,1,4,0,4,0,5,0,20,50,0,0,1,0,0,12/29/16 09:31
17,Male,Rheinland-Pfalz,Degree in vocational education,Low,70,0.656454135,926,2,0,6,1,1,1,6,0,10,0,1,0,0,0,0,12/29/16 09:31
17,Male,Rheinland-Pfalz,Degree in vocational education,Low,70,0.656454135,926,3,1,5,1,3,1,3,1,20,0,1,0,0,0,0,12/29/16 09:31
17,Male,Rheinland-Pfalz,Degree in vocational education,Low,70,0.656454135,926,3,0,6,1,3,1,2,1,10,75,0,0,0,1,0,12/29/16 09:31
17,Male,Rheinland-Pfalz,Degree in vocational education,Low,70,0.656454135,926,4,1,4,0,4,0,5,0,30,75,0,0,0,1,0,12/29/16 09:31
17,Male,Rheinland-Pfalz,Degree in vocational education,Low,70,0.656454135,926,4,0,4,0,3,1,6,0,0,50,0,0,1,0,0,12/29/16 09:31
18,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,54,1.259831077,131,1,1,7,1,7,0,7,0,20,100,0,0,0,0,1,12/28/16 04:58
18,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,54,1.259831077,131,1,0,5,1,6,0,6,0,20,50,0,0,1,0,0,12/28/16 04:58
18,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,54,1.259831077,131,2,1,7,1,7,0,6,0,20,100,0,0,0,0,1,12/28/16 04:58
18,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,54,1.259831077,131,2,0,7,1,7,0,7,0,10,75,0,0,0,1,0,12/28/16 04:58
18,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,54,1.259831077,131,3,1,7,1,7,0,7,0,30,100,0,0,0,0,1,12/28/16 04:58
18,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,54,1.259831077,131,3,0,7,1,7,0,7,0,30,100,0,0,0,0,1,12/28/16 04:58
18,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,54,1.259831077,131,4,1,7,1,7,0,7,0,10,100,0,0,0,0,1,12/28/16 04:58
18,Male,Niedersachsen,Intermediate school-leaving certificate,Medium,54,1.259831077,131,4,0,6,1,7,0,7,0,10,50,0,0,1,0,0,12/28/16 04:58
19,Female,Rheinland-Pfalz,High school diploma which allows for university entrance,High,46,1.256348649,344,1,1,5,1,4,0,5,0,20,0,1,0,0,0,0,12/29/16 10:49
19,Female,Rheinland-Pfalz,High school diploma which allows for university entrance,High,46,1.256348649,344,1,0,6,1,2,1,5,0,20,75,0,0,0,1,0,12/29/16 10:49
19,Female,Rheinland-Pfalz,High school diploma which allows for university entrance,High,46,1.256348649,344,2,1,3,0,3,1,5,0,10,25,0,1,0,0,0,12/29/16 10:49
19,Female,Rheinland-Pfalz,High school diploma which allows for university entrance,High,46,1.256348649,344,2,0,5,1,2,1,6,0,10,75,0,0,0,1,0,12/29/16 10:49
19,Female,Rheinland-Pfalz,High school diploma which allows for university entrance,High,46,1.256348649,344,3,1,4,0,4,0,5,0,20,50,0,0,1,0,0,12/29/16 10:49
19,Female,Rheinland-Pfalz,High school diploma which allows for university entrance,High,46,1.256348649,344,3,0,6,1,3,1,5,0,20,100,0,0,0,0,1,12/29/16 10:49
19,Female,Rheinland-Pfalz,High school diploma which allows for university entrance,High,46,1.256348649,344,4,1,4,0,3,1,4,0,10,50,0,0,1,0,0,12/29/16 10:49
19,Female,Rheinland-Pfalz,High school diploma which allows for university entrance,High,46,1.256348649,344,4,0,5,1,4,0,5,0,10,25,0,1,0,0,0,12/29/16 10:49
20,Male,Baden-Wuerttemberg,Degree in vocational education,Low,57,1.020031045,251,1,1,3,0,2,1,4,0,30,50,0,0,1,0,0,12/29/16 22:35
20,Male,Baden-Wuerttemberg,Degree in vocational education,Low,57,1.020031045,251,1,0,6,1,4,0,2,1,30,25,0,1,0,0,0,12/29/16 22:35
20,Male,Baden-Wuerttemberg,Degree in vocational education,Low,57,1.020031045,251,2,1,6,1,3,1,5,0,20,75,0,0,0,1,0,12/29/16 22:35
20,Male,Baden-Wuerttemberg,Degree in vocational education,Low,57,1.020031045,251,2,0,6,1,6,0,5,0,30,100,0,0,0,0,1,12/29/16 22:35
20,Male,Baden-Wuerttemberg,Degree in vocational education,Low,57,1.020031045,251,3,1,6,1,4,0,5,0,20,0,1,0,0,0,0,12/29/16 22:35
20,Male,Baden-Wuerttemberg,Degree in vocational education,Low,57,1.020031045,251,3,0,6,1,5,0,3,1,0,75,0,0,0,1,0,12/29/16 22:35
20,Male,Baden-Wuerttemberg,Degree in vocational education,Low,57,1.020031045,251,4,1,6,1,5,0,5,0,20,0,1,0,0,0,0,12/29/16 22:35
20,Male,Baden-Wuerttemberg,Degree in vocational education,Low,57,1.020031045,251,4,0,6,1,5,0,3,1,10,50,0,0,1,0,0,12/29/16 22:35
21,Female,Berlin,Degree in vocational education,Low,44,0.687191628,97,1,1,4,0,4,0,4,0,20,0,1,0,0,0,0,12/27/16 10:49
21,Female,Berlin,Degree in vocational education,Low,44,0.687191628,97,1,0,4,0,4,0,4,0,20,75,0,0,0,1,0,12/27/16 10:49
21,Female,Berlin,Degree in vocational education,Low,44,0.687191628,97,2,1,4,0,4,0,4,0,20,25,0,1,0,0,0,12/27/16 10:49
21,Female,Berlin,Degree in vocational education,Low,44,0.687191628,97,2,0,4,0,4,0,4,0,0,75,0,0,0,1,0,12/27/16 10:49
21,Female,Berlin,Degree in vocational education,Low,44,0.687191628,97,3,1,4,0,4,0,4,0,10,0,1,0,0,0,0,12/27/16 10:49
21,Female,Berlin,Degree in vocational education,Low,44,0.687191628,97,3,0,4,0,4,0,4,0,10,25,0,1,0,0,0,12/27/16 10:49
21,Female,Berlin,Degree in vocational education,Low,44,0.687191628,97,4,1,4,0,4,0,4,0,0,100,0,0,0,0,1,12/27/16 10:49
21,Female,Berlin,Degree in vocational education,Low,44,0.687191628,97,4,0,4,0,4,0,4,0,10,100,0,0,0,0,1,12/27/16 10:49
22,Female,Nordrhein-Westfalen,"Degree from a university of applied science (diploma, bachelor's or master's)",University,26,0.856748996,408,1,1,5,1,6,0,4,0,30,25,0,1,0,0,0,12/29/16 13:35
22,Female,Nordrhein-Westfalen,"Degree from a university of applied science (diploma, bachelor's or master's)",University,26,0.856748996,408,1,0,4,0,6,0,5,0,10,25,0,1,0,0,0,12/29/16 13:35
22,Female,Nordrhein-Westfalen,"Degree from a university of applied science (diploma, bachelor's or master's)",University,26,0.856748996,408,2,1,4,0,5,0,5,0,10,25,0,1,0,0,0,12/29/16 13:35
